,Film ID,01-013,Title,,Date and time film loaded,15/4/2001,11:31:53,Frame count,36,ISO (DX),100
,Remarks,

,Frame No.,Focal length,Max. aperture,Tv,Av,ISO (M),Exposure compensation,Flash exposure compensation,Flash mode,Metering mode,Shooting mode,Film advance mode,AF mode,Bulb exposure time,Date,Time,Multiple exposure,Battery-loaded date,Battery-loaded time,Remarks
,11,200mm,2.8,="1/800",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:43:37,OFF,,,
,12,200mm,2.8,="1/640",5.0,,+1.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:43:51,OFF,,,
,13,200mm,2.8,="1/640",5.0,,+1.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:44:00,OFF,,,
,14,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:44:13,OFF,,,
,15,200mm,2.8,="1/500",4.5,,+1.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:44:17,OFF,,,
,16,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:44:48,OFF,,,
,17,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:45:04,OFF,,,
,18,160mm,2.8,="1/640",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:45:58,OFF,,,
,19,200mm,2.8,="1/800",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:46:26,OFF,,,
,20,200mm,2.8,="1/1250",3.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:46:40,OFF,,,
,21,200mm,2.8,="1/1250",3.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:47:00,OFF,,,
,22,200mm,2.8,="1/1250",3.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:47:00,OFF,,,
,23,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:47:04,OFF,,,
,24,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:47:07,OFF,,,
,25,115mm,2.8,="1/500",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:47:52,OFF,,,
,26,150mm,2.8,="1/640",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:48:12,OFF,,,
,27,160mm,2.8,="1/320",4.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:48:24,OFF,,,
,28,200mm,2.8,="1/800",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:48:35,OFF,,,
,29,200mm,2.8,="1/500",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:48:45,OFF,,,
,30,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:52:14,OFF,,,
,31,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:52:22,OFF,,,
,32,20mm,2.8,="1/320",9.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:52:26,OFF,,,
,33,20mm,2.8,="1/40",22,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,11:52:56,OFF,,,
,34,20mm,2.8,="1/30",2.8,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,12:03:50,OFF,,,
,35,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,12:04:11,OFF,,,
,36,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,15/4/2001,12:04:17,OFF,,,
