,Film ID,01-017,Title,,Date and time film loaded,16/4/2001,17:48:38,Frame count,36,ISO (DX),100
,Remarks,

,Frame No.,Focal length,Max. aperture,Tv,Av,ISO (M),Exposure compensation,Flash exposure compensation,Flash mode,Metering mode,Shooting mode,Film advance mode,AF mode,Bulb exposure time,Date,Time,Multiple exposure,Battery-loaded date,Battery-loaded time,Remarks
,16,180mm,2.8,="1/250",3.2,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,16/4/2001,18:06:34,OFF,,,
,17,20mm,2.8,="1/200",7.1,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:18:20,OFF,,,
,18,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:18:36,OFF,,,
,19,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:18:46,OFF,,,
,20,20mm,2.8,="1/200",7.1,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:18:59,OFF,,,
,21,20mm,2.8,="1/100",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:21:25,OFF,,,
,22,20mm,2.8,="1/160",6.3,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:21:44,OFF,,,
,23,20mm,2.8,="1/125",5.6,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,07:21:49,OFF,,,
,24,20mm,2.8,="1/50",3.5,,0.0,0.0,OFF,Spot,Program AE,Single-frame,One-Shot AF,,17/4/2001,13:34:06,OFF,,,
,25,20mm,2.8,="1/50",3.5,,0.0,0.0,OFF,Spot,Program AE,Single-frame,One-Shot AF,,17/4/2001,13:34:20,OFF,,,
,26,20mm,2.8,="1/200",7.1,,0.0,0.0,OFF,Spot,Program AE,Single-frame,One-Shot AF,,17/4/2001,13:35:04,OFF,,,
,27,20mm,2.8,="1/320",9.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,13:35:17,OFF,,,
,28,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:21:03,OFF,,,
,29,20mm,2.8,="1/200",7.1,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:21:09,OFF,,,
,30,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:21:14,OFF,,,
,31,20mm,2.8,="1/250",8.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:21:31,OFF,,,
,32,70mm,2.8,="1/400",7.1,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:22:57,OFF,,,
,33,200mm,2.8,="1/320",3.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:23:58,OFF,,,
,34,100mm,2.8,="1/200",4.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:24:04,OFF,,,
,35,90mm,2.8,="1/250",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:24:22,OFF,,,
,36,200mm,2.8,="1/400",4.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,17/4/2001,15:24:43,OFF,,,
