,Film ID,01-021,Title,,Date and time film loaded,19/4/2001,16:42:35,Frame count,36,ISO (DX),100
,Remarks,

,Frame No.,Focal length,Max. aperture,Tv,Av,ISO (M),Exposure compensation,Flash exposure compensation,Flash mode,Metering mode,Shooting mode,Film advance mode,AF mode,Bulb exposure time,Date,Time,Multiple exposure,Battery-loaded date,Battery-loaded time,Remarks
,22,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:13:47,OFF,,,
,23,95mm,2.8,="1/400",6.3,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:14:04,OFF,,,
,24,200mm,2.8,="1/500",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:14:20,OFF,,,
,25,200mm,2.8,="1/400",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:14:28,OFF,,,
,26,200mm,2.8,="1/400",4.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:16:00,OFF,,,
,27,200mm,2.8,="1/500",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:16:15,OFF,,,
,28,200mm,2.8,="1/500",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:16:42,OFF,,,
,29,200mm,2.8,="1/500",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:16:48,OFF,,,
,30,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:17:03,OFF,,,
,31,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:17:15,OFF,,,
,32,175mm,2.8,="1/500",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:17:29,OFF,,,
,33,130mm,2.8,="1/400",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,17:17:34,OFF,,,
,34,200mm,2.8,="1/500",4.5,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,18:02:45,OFF,,,
,35,110mm,2.8,="1/320",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,18:02:57,OFF,,,
,36,200mm,2.8,="1/640",5.0,,0.0,0.0,OFF,Evaluative,Program AE,Single-frame,One-Shot AF,,19/4/2001,18:03:16,OFF,,,
