"FILENAME","FILMNUM","FRAMENUM","ME","DATE","TIME","TV","TVOU","AV","AVOU","PROG","AEB","METERING","ISO","+/-","FLASH","CURTAIN","FOCAL LENGTH","LENS SPEED","ZOOMMIN","ZOOMMAX","NOTE"
"T1","0020","20 ","","Sun 10 Juil 2020"," 8:04:02","  8"""," ","2.8","*","P  ","   ","# ","????","    ","    ","   ","4112mm","???","------","------",""
"T1","0903"," 1 ","","Sun 20 Juil 2040","20:20:53","  1""","*"," 19","*","DEP","AEB","* ","4000","+--+","","   ","15287mm","???","------","------","ael   Rothe     "
